Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"ā (āt-) ""to become, be""",to be,,Gondwan etymology,,"Also Kuiāpka(āpki-) pl. action;ā,āngoyes",,,,,,,,,,333,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=40&root=config
āṛi,"woman, wife",,Gondwan etymology,,"Also Kuiāliwoman, wife (Letchmajee); Kuwi_Sācafemale",,,,,,,,,,400,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=53&root=config
"āŋg- (-it-) ""to stop one from going""","to intercept, prevent",,Gondwan etymology,,"Also Kuiāngēni,āngēṛia fence; Kuwi_Sāshinaito impede",,,,,,,Kuwi_Sāshinaiis mysterious (probably borrowed from Teluguā̃cu).,,,340,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=56&root=config
"baṛga, baṛiya",stick,,Gondwan etymology,,,,,,,,,Kuwi_Sbadgais irregular (*bargawould be expected); probably borrowed from or influenced by other CDR languages (cf. also the semantics 'walking').,,,5224,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=58&root=config
"bayalu ""field""",maidan,,Gondwan etymology,,,,,,,,,,,,1043,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1346&root=config
"bṛāyu ""strength""","strong, strength",,Gondwan etymology,,,,,,,,,,,,5304,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=72&root=config
bavuli,wild cat,,Gondwan etymology,,,,,,,,,,,,4106,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=64&root=config
"batk- (-it-) ""to get on well""",to live (happily),,Gondwan etymology,,"Also Kuwi_Sbatkuliving; Kuwi_Isrbatki ki-to make a good living, live happily",,,,,,,"The Kui form is borrowed from SDR; but Kuwi forms are original, with a suffixal-k-(plural action) that goes back to PDR.",,,5372,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=61&root=config
"pedr- (-it-) ""to be startled""",startled,,Gondwan etymology,,,,,,,,,,,,4401,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=864&root=config
"vegu (pl. veska) ""firewood, fuel""",firewood,,Gondwan etymology,,,,,,,,,"The cluster*-Rg-here >-g-in most Kuwi dialects, unlike the same cluster in*kuRgu> Kuwi*kudgu. However, external data makes it absolutely certain that we deal here with the same cluster.",,,5440,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1295&root=config
buṭu,tattoo,,Gondwan etymology,,,,,,,,,,,,4492,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=93&root=config
"pōti ""small girl""",girl; sapling,,Gondwan etymology,,"Also Kuibōdachild; Kuwi_Isrpōdi pōtismall children, young boys and girls; Kuwi_Fpōdipōdaboys and girls",,,,,,,"It seems that the situation with the initial consonant here is aggravated by at least two circumstances: a) contamination of two roots -*pot-'sapling, twig' and*bod-'young, child', maybe also with the root*pōt-'male'; b) interborrowings between SDR and CDR, maybe even between them and Indo-Aryan. For details see 4587.",,,4587,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=934&root=config
"buḍa ""testicle, penis""",testicle,,Gondwan etymology,,,,,,,,,,,,4266,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=90&root=config
"būga ""cheek""",cheek; plump,,Gondwan etymology,,"Also Kuibūkūlifat-faced, with cheeks puffed out; ?bṛūkeraswollen-faced man or boy; fem.bṛūkeri",,,,,,,"Progressive assimilation in Kuwi, regressive in Kui. In some dialects the root was probably contaminated with*bug-'bubble'.",,,4242,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=94&root=config
"puṭka ""small basket""",basket,,Gondwan etymology,,,,,,,,,,,,4263,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1349&root=config
"jāyu kuca ""vegetables""","curry, sauce",,Gondwan etymology,,,,,,,,,In Kui*-y-probably was unchanged (not >-j-) because of dissimilation reasons. Or maybe it is a dialectal form.,,,2484,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=359&root=config
"sipṛi ""container made from leaf""",leaf ladle,,Gondwan etymology,,,,,,,,,,,,2619,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=117&root=config
sīnd- (-it-),to blow the nose,,Gondwan etymology,,,,,,,,,,,,2618,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=124&root=config
"soṭa ""crippled man""",lame,,Gondwan etymology,,Also Kuwi_Fsōtalame man; Kuwi_Isr fem.soṭi,,,,,,,,,,2838,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=121&root=config
salma,cool,,Gondwan etymology,,Also Kuwi_Isrsaldimid-morning,,,,,,,,,,2408,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1357&root=config
sapta,flat,,Gondwan etymology,,,,,,,,,,,,2331,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=100&root=config
"seka ""piece""",to scrape; piece,,Gondwan etymology,,,,,,,,,,,,2748,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=104&root=config
silk- (-it-),to splash (intr.),,Gondwan etymology,,,,,,,,,,,,2569,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=112&root=config
"siṭʔeṛi orli ""a kind of rat""",small; mouse,,Gondwan etymology,,Also Kuwi_Fsita kaddaa stream,,,,,,,,,,2513,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=114&root=config
darmbu,ashes,,Gondwan etymology,,,,,,,,,,,,3092,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=141&root=config
ḍreb- (-it-),to belch,,Gondwan etymology,,,,,,,,,,,,3451,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=199&root=config
"hoʔoṛi ""saliva, dribble""","saliva, spittle",,Gondwan etymology,,,,,,,,,The strange correspondence probably reflects one more cluster.,,,2862,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=170&root=config
ḍoḍi,"backyard of house, used for kitchen garden",,Gondwan etymology,,,,,,,,,,,,3485,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1374&root=config
"ḍrōgi ""lizard""","chameleon, lizard",,Gondwan etymology,,,,,,,,,"Inlaut*-gḍ-(see external parallels) > Kui-0-; in Kuwi*-gḍ->*-ṛg-(metathese), then another metathese to avoid a bad cluster.",,,2977,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=192&root=config
ḍoŋa,thief,,Gondwan etymology,,,,,,,,,,,,2982,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=194&root=config
"ḍuḍu ""carrying-stick""",stick,,Gondwan etymology,,,,,,,,,,,,3304,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=168&root=config
ḍumu,bone (large),,Gondwan etymology,,,,,,,,,,,,2965,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=202&root=config
"dupa ""small thick bushes""",bush,,Gondwan etymology,,,,,,,,,,,,3322,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=162&root=config
"ega- ""to arrive (motion base)""",to arrive,,Gondwan etymology,,"Also Kuieppa(ept-) to cause to reach, cause to arrive at, cause to suffice; Kuwi_Isreda-to arrive (personal object);ep-(-it-) to cause to reach.",,,,,,,"The problem with this root is that in most (or all dialects) of Kui-Kuwi it was not used alone,  but only in combination with the root*vā-'to come' (*ey-v[ā]-) or other suffixes. In Kui*ey-v-a>*ey-pa>*e-pa, whileeppais a secondary causative. In Kuwi_F this cluster is probably responsible for the inlaut-j-(since PK*-y-normally > Kuwi_F-y-), although the exact way of development is unclear. Kuwi_Mah is an archaic form:egowā-obviously results from*ey-vā-. Then-in Kuwi_D is mysterious (although it does have parallels in Manda).",,,809,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=209&root=config
"erg- (-it-) ""to cut, slash""","to clear away, slash away",,Gondwan etymology,,,,,,,,,,,,824,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=217&root=config
"er- ""to kindle""","to light, ignite",,Gondwan etymology,,Also Kuirīva(rīt-) burns (of fire).,,,,,,,A typical former bisyllabic base.,,,811,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=993&root=config
"erl- (-it-) ""to go by a different path""",to sort; to winnow,,Gondwan etymology,,"Also Kuiēspa(ēst-) to separate; Kuwi_Fēṛsalito separate; Kuwi_Isrērs-(-it-) to separate, keep separate",,,,,,,"An interesting and unique case. The original causative form seems to be preserved in Kui_T; in other  languages either-r-or-p-have fallen out. As for the original auslaut cluster, on the  base of the correspondence ""Kui-j- - Kuwi-rl-"" (-ṛ-in Kuwi_F is misspelled as usual)  we reconstruct a PK*-Rl-which is indirectly indicated by external data (cf. Kondaer_lis-to separate). The vowel is long in the causative form; in the simple form the short vowel, preserved in Kuwi_Isr, is primary; in other dialects vowel length is the result either of compensatory lengthening or analogy.",,,915,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=210&root=config
"ēṇ- ""to cup the hand, make cloth, etc., into a container for receiving something""","to accept, receive",,Gondwan etymology,,Also Kuwi_Sēnh'naito receive,,,,,,,"Forms with-h-in Kuwi_S are probably ""restored"" from the past tense forms.",,,905,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=234&root=config
"ēnd- (-it-) ""to dance (males)""",to dance,,Gondwan etymology,,"Also Kuiētka(ētki-) pl. action; Kuwi_Isrēt-(-h-) to cause to dance (child, doll, etc.)",,,,,,,,,,895,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=233&root=config
gaṇḍri,grass,,Gondwan etymology,,,,,,,,,,,,1158,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=248&root=config
"get- ""to hop""",to spring,,Gondwan etymology,,"Also Kuwi_Sgettinaito jump, leap;getkīnaito hop",,,,,,,"A ""weak"" nasal cluster probably going back to*-nt-(although reflexes are different from those of*cīnt-).",,,1212,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=267&root=config
gāli,"wind, air",,Gondwan etymology,,,,,,,,,,,,1499,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=254&root=config
"gīra ""line on the palm of the hand""",line,,Gondwan etymology,,,,,,,,,Kuwi_Sgrīnai<*gīr-inai.,,,1623,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=277&root=config
"koŋgoṇi ""crooked""","bent, crooked",,Gondwan etymology,,"Also Kuwi_Mahkaŋgaṇielbow; Kuwi_Isrgōŋkoṭ̣ibent, crooked",,,,,,,"The forms with suffixes are*kong-eṇi,*kong-eṛi, maybe*kong-eṭiin Kuwi_Mah and Kuwi_Isr. The reasons of different vocalisation in Kui are not quite clear; maybe it is due to different assimilations.",,,2032,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=498&root=config
"gōk- ""to look up, await""",to stretch forth,,Gondwan etymology,,,,,,,,,,,,2180,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=292&root=config
gōpʔeri,grasshopper,,Gondwan etymology,,Also Kuwi_Kasigop'erigrasshopper,,,,,,,In Kui*g->k-probably because of assimilation to-p-.,,,2113,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=296&root=config
gud- (-it-),to punch,,Gondwan etymology,,,,,,,,,See also*kud-.,,,1850,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=313&root=config
"guḍiya ""field, esp. a dry one suitable for ploughing""","field, dry land",,Gondwan etymology,,,,,,,,,"Irregular voicelessk- in Kuwi_F (maybe contaminated withkūdurice, although the latter is not observed in Kuwi_F).",,,1682,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=315&root=config
"kuṇḍi ""pond""",pit,,Gondwan etymology,,,,,,,,,"We probably see a ""weak cluster"" here; the correspondences seem to match the correspondences in*cīnt-. However, Kuwi_Sguntomiis most certainly borrowed from Teluguguṇḍamu'fire-pit'.",,,1669,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=543&root=config
gunjeri ā-,"to be giddy, weak",,Gondwan etymology,,,,,,,,,,,,1648,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=323&root=config
rī,two,,Gondwan etymology,,"Also Kuirīarutwo men;rīnḍe,rīnḍitwo women or things (adj. following n.);rīhetwice;rikoon two sides; Kuwi_Kri'er,ri'aritwo men;rinḍitwo (fem., nt.);ri kōṛiforty; Kuwi_Frīaritwo men;rinditwo women or things; Kuwi_Sriaritwo men;rinditwo women or things; Kuwi_Isrri'aritwo men;riṇḍitwo (fem., neut.);ri'nitwo days",,,,,,,The forms*rīʔariand*rinḍidate back to PK.,,,474,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=992&root=config
"ṛaʔa ""young unmarried girl""",young woman,,Gondwan etymology,,"Also Kuilāvenjugrown-up boy, young man, youth",,,,,,,,,,513,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=584&root=config
"īpu ""maggot""",bee; maggot,,Gondwan etymology,,,,,,,,,,,,533,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1362&root=config
"ḍriʔ- ""to drag (leaves and branches to cover the seeds by levelling the soil)""",to drag,,Gondwan etymology,,,,,,,,,,,,504,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=200&root=config
"inmbu ""saying""",to say,,Gondwan etymology,,"Also Kuiispa(ist-) to cause to say, make articulate",,,,,,,,,,868,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=341&root=config
"ṛāṇḍu ""last year""",year,,Gondwan etymology,,"Also Kuiṛōnḍuin a previous year, year before last;vāṛonḍinext year, year after next; Kuwi_Su, Kuwi_Isrīyonathis year; Kuwi_Su, Kuwi_Isrvāṇonanext year",,,,,,,"The prefixed forms are as follows: a) ""last year"" - PK*rānḍu(initialṛ-in some dialects by assimilation with the inlaut retroflex); this initial*r-probably is the same withr-in 'yesterday' (dating back from PDR*ner_-); b) ""year before last"" - PK*rōnḍu, where*ro-is certainly the same withro-in 'the day before yesterday' and should probably be traced back to*ro-'one'; c) 'next year' -*vāṛonḍ-(in Kuwi_P the root 'year' itself is probably missing, while in Kuwi_S there have been some assimilation processes).",,,5153,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=806&root=config
"ṛī- (-t-) ""to cry""","to weep, cry",,Gondwan etymology,,"Also Kui_Pṛīkato weep, cry; Kuwi_Isrṛīt-(-h-) to make cry",,,,,,,An interesting causative form in Kuwi_Isr: the original past tense marker seems to have been reinterpreted (partly) as part of the root.,,,282,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1011&root=config
"kap- (-it-) ""to eat fast like a dog""","to swallow, gulp",,Gondwan etymology,,Also Kuikavali givato chew the cud; Kuwi_Isrgab-(-it-) to eat fast,,,,,,,"In Kuikappa<*kabpa. In Kuwi_Isrgab-is the original form (<*kab-with assimilation), andkap-is the p-conjugation, although here-p-has become so closely  connected to the root that it has lost its morpheme status and became part of the root (this  explains the past tense-it-). The formkap-can be also considered as a borrowing from SDR.",,,1222,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=379&root=config
"kṛaʔni (pl. -ŋa) ""tiger""","tiger, leopard",,Gondwan etymology,,,,,,,,,In Kui the PK cluster*-ʔn-probably >*-ḍ-regularly (for a similar development see 3120).,,,1132,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=521&root=config
keyu (pl. keska),"hand, arm",,Gondwan etymology,,,,,,,,,"Eis the original vowel here, as external data shows; it is dissimilated into-a-in Kui and Kuwi_P.",,,2023,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=451&root=config
kakv- (-it-),to vomit,,Gondwan etymology,,Also Kuwi_Isrkakvan. vomit,,,,,,,,,,1079,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=389&root=config
"kal- (-h-) ""to mix together""",to mix,,Gondwan etymology,,"Also Kuwi_Fkalpali, Kuwi_Skalpinaito mix (tr.); Kuwi_Isrkalp- (-it-) to mix (tr),kalvi ā-to be united together;kalh- (-it-) to copulate",,,,,,,"A rare case where-h-in Kuwi does not represent the original*-p-of the p-conjugation (it   is preserved instead, like inka-lp-ali), but rather is comparable with-b-in Kui verbal   nouns (*kalbawould be expected should the Kui form be preserved). It may as well result from an affricate, comparable to forms like Kuwi_Finjali<*in-.  The real causative forms thus  look like plural action causatives (cf. also their-it-formed past). However, difference between  Kuwi_Isrkal-andkalh-is unclear, except that the second  form is certainly secondary.",,,1299,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=390&root=config
kanu (pl. kaṇka),eye,,Gondwan etymology,,,,,,,,,,,,1159,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=404&root=config
kaṇḍa,piece,,Gondwan etymology,,,,,,,,,,,,1175,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=400&root=config
karvu,famine,,Gondwan etymology,,,,,,,,,"In Kuwi_F-ṛ-, misspelled as usual.",,,1286,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=410&root=config
"kat- (-it-) ""to cut (trees, bushes, etc.)""",to cut down,,Gondwan etymology,,Also Kui pl. actionkatka(katki-); Kuwi_Isrkatk-(-it-) to chop into pieces,,,,,,,,,,1208,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=415&root=config
kāyu,weed,,Gondwan etymology,,,,,,,,,,,,1439,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=440&root=config
"kāsa nehʔuṛi ""wild dog""",wild,,Gondwan etymology,,"Also Kuikāsi nakuriwild dog, wolf",,,,,,,,,,1438,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=436&root=config
"kāya ""testicle""",fruit,,Gondwan etymology,,,,,,,,,,,,1459,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=425&root=config
