Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"raspa (rast-) ""to cut across, cut crosswise; n. a cross cut""",to cut,,Gondwan etymology,,,,,,,,,,,,212,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=980&root=config
"ārgagāṭi giva ""to assimilate one's food""",to digest,,Gondwan etymology,,,,,,,,,Vowel length in Kui is irregular (although cf. DED 178).,,,316,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=28&root=config
"ahpa (aht-) ""to hold, seize, take, accept, capture, contain""",to seize,,Gondwan etymology,,,,,,,,,,,,51,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=30&root=config
ata (atali),grandmother,,Gondwan etymology,,,,,,,,,,,,142,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=31&root=config
"aṭa (aṭi-) ""to heat or boil a liquid""",to catch fire; to heat,,Gondwan etymology,,Also Kui pl. actionaṭka(aṭki-),,,,,,,,,,76,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=33&root=config
āṛi āva,to die,,Gondwan etymology,,,,,,,,,,,,277,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=52&root=config
"āska (āski-) ""to separate from, choose, weed out, select""","to sort, choose",,Gondwan etymology,,,,,,,,,In Kuwi_F the vowel is shortened as inakkūleaf (does the non-geminated-c-reflect the original long vowel or is it just misspelled?),,,363,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=37&root=config
"āja (āji-) ""to become cool, chilled, cool down""",cool,,Gondwan etymology,,"Also Kuiāspa(āst-) to make cold, cool down, reduce a fire;āskagood  health, comfort, prosperity;āskaṭiidem; adj. in good health, well, comfortable",,,,,,,,,,404,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=55&root=config
"āga (āgi-) ""to bear fruit, yield a harvest""",to bear fruit,,Gondwan etymology,,,,,,,,,,,,339,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=42&root=config
"āva (āt-) ""to become, be, happen, be sufficient, finished""",to be,,Gondwan etymology,,"Also Kuiāpka(āpki-) pl. action;ā,āngoyes",,,,,,,,,,333,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=40&root=config
"āsa (pl. -ska/-saka) ""woman, female""","woman, wife",,Gondwan etymology,,"Also Kuiāliwoman, wife (Letchmajee); Kuwi_Sācafemale",,,,,,,,,,400,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=53&root=config
āji,hail,,Gondwan etymology,,,,,,,,,"In Kuwi_F the initial*ā-is shortened, as in*āku.",,,406,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=43&root=config
ānjo,a circular wicker trap for catching fish,,Gondwan etymology,,,,,,,,,,,,409,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=47&root=config
"ānga (āngi-) ""to intercept, hinder, prevent, ward off, defend, herd""","to intercept, prevent",,Gondwan etymology,,"Also Kuiāngēni,āngēṛia fence; Kuwi_Sāshinaito impede",,,,,,,Kuwi_Sāshinaiis mysterious (probably borrowed from Teluguā̃cu).,,,340,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=56&root=config
ārpa (ārt-),to call,,Gondwan etymology,,"Also Kuwi_Sārpinaito call;ārh'naito invite; Kuwi_Mahrāṭudin, noise, uproar",,,,,,,"The form in  Kui_Mah is unclear, but if  we can tracerāṭ->*ārṭ->*ārt-,  the latter may historically represent the past tense of*ārp-.",,,367,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=50&root=config
"ārka ""a species of millet""",millet,,Gondwan etymology,,,,,,,,,In Kuiārkais plural (*ārg+ka).,,,379,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=51&root=config
āku,leaf,,Gondwan etymology,,,,,,,,,"The shortening of vowel in Kuwi_F is quasi regular (there is a strong tendency in Kuwi_F of shortening the initial*ā-before simple consonants, see also below).",,,335,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=45&root=config
"bāoḍi, bāoli",wild cat,,Gondwan etymology,,,,,,,,,,,,4106,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=64&root=config
"bārti ""longevity, long life""",to live (happily),,Gondwan etymology,,"Also Kuwi_Sbatkuliving; Kuwi_Isrbatki ki-to make a good living, live happily",,,,,,,"The Kui form is borrowed from SDR; but Kuwi forms are original, with a suffixal-k-(plural action) that goes back to PDR.",,,5372,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=61&root=config
"prenga (prengi-) ""to be cracked, cloven""","to crack, burst",,Gondwan etymology,,"Also Kuiprepka(<prek-p-;prekt-) to crack, cleave;prēju(pl.prēska) cleavage, crevice, crack",,,,,,,"In Kui the initial*b-irregularly devoiced. We may suggest a contamination with*piri-/ŋg-/'to be cracked, torn'.",,,4414,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=86&root=config
"veju, vejgu (pl. veska) ""firewood, fuel""",firewood,,Gondwan etymology,,,,,,,,,"The cluster*-Rg-here >-g-in most Kuwi dialects, unlike the same cluster in*kuRgu> Kuwi*kudgu. However, external data makes it absolutely certain that we deal here with the same cluster.",,,5440,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1295&root=config
"podeli ""sapling, young green branch""",girl; sapling,,Gondwan etymology,,"Also Kuibōdachild; Kuwi_Isrpōdi pōtismall children, young boys and girls; Kuwi_Fpōdipōdaboys and girls",,,,,,,"It seems that the situation with the initial consonant here is aggravated by at least two circumstances: a) contamination of two roots -*pot-'sapling, twig' and*bod-'young, child', maybe also with the root*pōt-'male'; b) interborrowings between SDR and CDR, maybe even between them and Indo-Aryan. For details see 4587.",,,4587,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=934&root=config
"pūkul ""round-faced, plump""",cheek; plump,,Gondwan etymology,,"Also Kuibūkūlifat-faced, with cheeks puffed out; ?bṛūkeraswollen-faced man or boy; fem.bṛūkeri",,,,,,,"Progressive assimilation in Kuwi, regressive in Kui. In some dialects the root was probably contaminated with*bug-'bubble'.",,,4242,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=94&root=config
"burka, burki",a small kind of basket,,Gondwan etymology,,,,,,,,,,,,4289,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=92&root=config
"puṭi ""large basket""",basket,,Gondwan etymology,,,,,,,,,,,,4263,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1349&root=config
"būri, būru ""hair, fur, feather, wool""","hair, fur; eyebrow",,Gondwan etymology,,Also Kuwi_Dbūrka(pl.) down,,,,,,,In Kuttia*būr-ma>*būṛ-ma>*bṛū-ma>*pṛū-ma.,,,4358,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=95&root=config
"sahpa (saht-) ""to beat, thrash, belabour, slap; n. beating, thrashing""","to beat, thresh",,Gondwan etymology,,,,,,,,,,,,2421,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1032&root=config
"sāhpa (sāht-), sāspa (sāst-) ""to stretch out, lengthen out (limbs), stretch across (web, tendril)""",to stretch out,,Gondwan etymology,,Also Kuisākaṛia span; Kuwi_Sjānjinaito outstretch,,,,,,,Kuisāspaprobably secondary assimilated. Kuwi_Sjānjinaiborrowed from Telugu.,,,2433,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1043&root=config
"jau ""(P) dhal, gravy, soup""","curry, sauce",,Gondwan etymology,,,,,,,,,In Kui*-y-probably was unchanged (not >-j-) because of dissimilation reasons. Or maybe it is a dialectal form.,,,2484,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=359&root=config
"siki inba ""to be torn, frayed, split, snapped, broken""",to split,,Gondwan etymology,,"Also Kuisiritorn, split (or < IA); Kuwi_Fsīplaa splinter, chip",,,,,,,Kuwi_Fsīplaobviously does not belong here (because of the initial consonant).,,,2491,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1085&root=config
"sīpoṛi ""a leaf ladle or spoon""",leaf ladle,,Gondwan etymology,,,,,,,,,,,,2619,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=117&root=config
srīnda (srīndi-),to blow the nose,,Gondwan etymology,,,,,,,,,,,,2618,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=124&root=config
soha,ringworm,,Gondwan etymology,,,,,,,,,,,,2865,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1099&root=config
"jūmba (jūmbi-), jūpa (jūt-) ""to suck, absorb; n. suction, abosrption""",to suck,,Gondwan etymology,,,,,,,,,,,,2621,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=378&root=config
"sukoṛi, sukoli",shoulder-blade,,Gondwan etymology,,,,,,,,,,,,2696,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1129&root=config
suka,star,,Gondwan etymology,,,,,,,,,,,,2646,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1128&root=config
"supa, supenji, superi ""shrew-mouse, musk-rat""","shrew, musk-rat",,Gondwan etymology,,,,,,,,,,,,2675,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=129&root=config
"sunja (sunji-) ""to sleep; n. sleep""",to sleep,,Gondwan etymology,,,,,,,,,,,,3291,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1131&root=config
srōbi,soot,,Gondwan etymology,,,,,,,,,,,,2686,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1121&root=config
senḍa,"first-born, eldest",,Gondwan etymology,,"Also Kuisenḍenjufounder of a race, early settler",,,,,,,,,,2808,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1052&root=config
"siso vaḍi ""a flint""",fire,,Gondwan etymology,,,,,,,,,,,,1514,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1072&root=config
"siṭuṛi ""small, dwarfish""",small; mouse,,Gondwan etymology,,Also Kuwi_Fsita kaddaa stream,,,,,,,,,,2513,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=114&root=config
sūṛa (sūṛi-),"to see; n. act of seeing, sight",,Gondwan etymology,,Also Kui pl. actionsūṛka(sūṛki-),,,,,,,,,,2735,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1138&root=config
ḍāṭa,"strength, power, hardness, stiffness, toughness, difficulty; strong, powerful, etc.",,Gondwan etymology,,"Also Kuiḍāḍa(ḍāḍi-) to increase in numbers, multiply; n. increase;ḍāḍa givato cause to increase in number, multiply;ḍaḍakiprotruding, corpulent, obese",,,,,,,,,,3020,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=143&root=config
dalga (dalgi-),"to spread over a space, increase in extent, overspread, overcast; n. extension, a spreading over",,Gondwan etymology,,,,,,,,,,,,3119,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=135&root=config
"ḍepa ""rising ground, high land, lower slopes of a hill, shore, earth platform, veranda, dais""",hill,,Gondwan etymology,,Also Kuwibā'ali dibbasandhill,,,,,,,Kuwi forms borrowed from Telugu.,,,3229,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=181&root=config
"deoli, deori","saliva, spittle",,Gondwan etymology,,,,,,,,,The strange correspondence probably reflects one more cluster.,,,2862,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=170&root=config
"ḍoḍori ""distended, swollen, pregnant""","swollen, thick",,Gondwan etymology,,,,,,,,,,,,3491,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=153&root=config
"ḍoi ""chameleon""","chameleon, lizard",,Gondwan etymology,,,,,,,,,"Inlaut*-gḍ-(see external parallels) > Kui-0-; in Kuwi*-gḍ->*-ṛg-(metathese), then another metathese to avoid a bad cluster.",,,2977,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=192&root=config
"ḍōpa (ḍōt-) ""to lie down, recline, sleep; n. act of lying down, sleep""","to fall, lie down",,Gondwan etymology,,Also Kuwi_Sdulh-to shake off,,,,,,,"The original vowel is*o, as shown by external data. The reasons of*-o->*-u-in Kuwi  are unclear. Vowel length should be original because of loss of-l-; however, it is not, as shown by external data, and this makes us suggest that at least in this case loss of-l-is not connected with vowel length (maybe with the initial retroflex?)",,,2988,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=196&root=config
ḍāki,"shell (of tortoise, coconut, egg)",,Gondwan etymology,,,,,,,,,,,,2989,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=177&root=config
"ḍūṛa ""stick, staff, rod""",stick,,Gondwan etymology,,,,,,,,,,,,3304,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=168&root=config
"duba ""bush, tuft, cluster, clump of trees""",bush,,Gondwan etymology,,,,,,,,,,,,3322,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=162&root=config
dohpa (doht-),"to mention the name of a person, cite, accuse, blame; praise, honour; n. citation, accusation, praise",,Gondwan etymology,,,,,,,,,"The phoneme-h-, not-s-,is confirmed by external data.",,,3397,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=157&root=config
jāpa (jāt-),to descend; n. descent,,Gondwan etymology,,Also Kuijāppa(jāpt-) to cause to descend,,,,,,,,,,2456,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=356&root=config
"epa (et-) ""to arrive, reach, overtake, be sufficient""",to arrive,,Gondwan etymology,,"Also Kuieppa(ept-) to cause to reach, cause to arrive at, cause to suffice; Kuwi_Isreda-to arrive (personal object);ep-(-it-) to cause to reach.",,,,,,,"The problem with this root is that in most (or all dialects) of Kui-Kuwi it was not used alone,  but only in combination with the root*vā-'to come' (*ey-v[ā]-) or other suffixes. In Kui*ey-v-a>*ey-pa>*e-pa, whileeppais a secondary causative. In Kuwi_F this cluster is probably responsible for the inlaut-j-(since PK*-y-normally > Kuwi_F-y-), although the exact way of development is unclear. Kuwi_Mah is an archaic form:egowā-obviously results from*ey-vā-. Then-in Kuwi_D is mysterious (although it does have parallels in Manda).",,,809,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=209&root=config
"ekasi, engasi ""rising, ascending, uphill""",to climb,,Gondwan etymology,,"Also Kui_Kek-to load on a cart; Kuwi_Sekh'naito heighten, promote, overburden",,,,,,,"The formsekasiandengasiprobably go back to*eŋg-ci, whereasekasiis the regular development andengasiis the secondary epenthesed form.",,,766,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=223&root=config
ḍīmbu,white ant,,Gondwan etymology,,,,,,,,,"Kuwi_D and Kuwi_P probably reflect an earlier variant of this bisyllabic root, namely,*elimbu. This is quite understandable for Kuwi_D - an extremely archaic dialect which has preserved old bisyllabic roots in a much better state than others, but unexplainable for Kuwi_P; we may suggest dialectal interaction. Inlaut-mp-in some dialects is not quite clear as well.",,,837,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=230&root=config
"erga (ergi-) ""to make a clearing, clear jungle or thick grass or scrub""","to clear away, slash away",,Gondwan etymology,,,,,,,,,,,,824,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=217&root=config
"ērpa (ērt-) ""to light, ignite, set fire to""","to light, ignite",,Gondwan etymology,,Also Kuirīva(rīt-) burns (of fire).,,,,,,,A typical former bisyllabic base.,,,811,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=993&root=config
"eta (eti-) ""to carry a child on the hip supported by a cloth wound around it""",to carry child on hip,,Gondwan etymology,,Also Kuietka(etki-) pl. action.,,,,,,,,,,796,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=222&root=config
