Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"attinai ""to inhere""",to be stuck,,Gondwan etymology,,Also Kuwi_Satti kīnaito paste,,,,,,,,,,96,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=32&root=config
ajinai,to fear,,Gondwan etymology,,"Also Kuiaska(aski-) pl. action;ajifear, terror;ajanjāpa,ajansāpadanger, peril, terror;aspa(ast-) to cause to fear; Kuwi_Fajjifear",,,,,,,In Kuwi_S we should have expected*ajjinai; lack of gemination occurs also in PKK*vaǯ-.,,,55,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=12&root=config
"tangi ""father's younger sister""",younger sister,,Gondwan etymology,,Also Kuiangomother's younger sister,,,,,,,,,,3015,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=221&root=config
"rāca tuh'nai/mlekh'nai ""to rub""","to rub, wash",,Gondwan etymology,,"Also Kuirāpka(<rāk-p-;rākt-) to cause to rub together, wear by friction;rēsa(rēsi-) to rub, chafe; n. act of rubbing; Kuwi_Srājinaito launder",,,,,,,"The final consonant (-k-,-g-,-c-) in all these forms reflects older causative / transitive / intransitive suffixes; more complicated is the question of vocalic differences betweenrā-g-aandrē-s-a, etc. - these indicate that we may actually be dealing with two different roots here.",,,228,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=981&root=config
"ratpinai ""to haggle (i.e. to hack; pl. action)""",to cut,,Gondwan etymology,,,,,,,,,,,,212,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=980&root=config
rī'nai,to fall,,Gondwan etymology,,,,,,,,,,,,233,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=994&root=config
"ah'nai ""to seize, catch""",to seize,,Gondwan etymology,,,,,,,,,,,,51,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=30&root=config
"atta ""aunt""",grandmother,,Gondwan etymology,,,,,,,,,,,,142,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=31&root=config
āɨ,cool,,Gondwan etymology,,"Also Kuiāspa(āst-) to make cold, cool down, reduce a fire;āskagood  health, comfort, prosperity;āskaṭiidem; adj. in good health, well, comfortable",,,,,,,,,,404,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=55&root=config
"ānai ""to occur""",to be,,Gondwan etymology,,"Also Kuiāpka(āpki-) pl. action;ā,āngoyes",,,,,,,,,,333,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=40&root=config
"āḍi ""wife""","woman, wife",,Gondwan etymology,,"Also Kuiāliwoman, wife (Letchmajee); Kuwi_Sācafemale",,,,,,,,,,400,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=53&root=config
"ājinga ""hailstones""",hail,,Gondwan etymology,,,,,,,,,"In Kuwi_F the initial*ā-is shortened, as in*āku.",,,406,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=43&root=config
"ānginai, ānga tuh'nai ""to prevent, defend""","to intercept, prevent",,Gondwan etymology,,"Also Kuiāngēni,āngēṛia fence; Kuwi_Sāshinaito impede",,,,,,,Kuwi_Sāshinaiis mysterious (probably borrowed from Teluguā̃cu).,,,340,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=56&root=config
ārnai,to call,,Gondwan etymology,,"Also Kuwi_Sārpinaito call;ārh'naito invite; Kuwi_Mahrāṭudin, noise, uproar",,,,,,,"The form in  Kui_Mah is unclear, but if  we can tracerāṭ->*ārṭ->*ārt-,  the latter may historically represent the past tense of*ārp-.",,,367,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=50&root=config
āku,leaf,,Gondwan etymology,,,,,,,,,"The shortening of vowel in Kuwi_F is quasi regular (there is a strong tendency in Kuwi_F of shortening the initial*ā-before simple consonants, see also below).",,,335,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=45&root=config
"badga ""walking stick""",stick,,Gondwan etymology,,,,,,,,,Kuwi_Sbadgais irregular (*bargawould be expected); probably borrowed from or influenced by other CDR languages (cf. also the semantics 'walking').,,,5224,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=58&root=config
"blāyu ""strength""","strong, strength",,Gondwan etymology,,,,,,,,,,,,5304,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=72&root=config
"batkinai ""to live""",to live (happily),,Gondwan etymology,,"Also Kuwi_Sbatkuliving; Kuwi_Isrbatki ki-to make a good living, live happily",,,,,,,"The Kui form is borrowed from SDR; but Kuwi forms are original, with a suffixal-k-(plural action) that goes back to PDR.",,,5372,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=61&root=config
"weggu, weska ""dry wood""",firewood,,Gondwan etymology,,,,,,,,,"The cluster*-Rg-here >-g-in most Kuwi dialects, unlike the same cluster in*kuRgu> Kuwi*kudgu. However, external data makes it absolutely certain that we deal here with the same cluster.",,,5440,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1295&root=config
"pōde ""girl""",girl; sapling,,Gondwan etymology,,"Also Kuibōdachild; Kuwi_Isrpōdi pōtismall children, young boys and girls; Kuwi_Fpōdipōdaboys and girls",,,,,,,"It seems that the situation with the initial consonant here is aggravated by at least two circumstances: a) contamination of two roots -*pot-'sapling, twig' and*bod-'young, child', maybe also with the root*pōt-'male'; b) interborrowings between SDR and CDR, maybe even between them and Indo-Aryan. For details see 4587.",,,4587,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=934&root=config
"bugga ""cheek""",cheek; plump,,Gondwan etymology,,"Also Kuibūkūlifat-faced, with cheeks puffed out; ?bṛūkeraswollen-faced man or boy; fem.bṛūkeri",,,,,,,"Progressive assimilation in Kuwi, regressive in Kui. In some dialects the root was probably contaminated with*bug-'bubble'.",,,4242,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=94&root=config
"hah'nai ""to thresh with flail""","to beat, thresh",,Gondwan etymology,,,,,,,,,,,,2421,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1032&root=config
"hāh'nai (hāst-) ""to stretch (hands, etc.)""",to stretch out,,Gondwan etymology,,Also Kuisākaṛia span; Kuwi_Sjānjinaito outstretch,,,,,,,Kuisāspaprobably secondary assimilated. Kuwi_Sjānjinaiborrowed from Telugu.,,,2433,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1043&root=config
"jāyu ""sauce, curry""","curry, sauce",,Gondwan etymology,,,,,,,,,In Kui*-y-probably was unchanged (not >-j-) because of dissimilation reasons. Or maybe it is a dialectal form.,,,2484,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=359&root=config
cikku kīnai,to snare,,Gondwan etymology,,,,,,,,,,,,2498,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=110&root=config
hīh'nai,to split,,Gondwan etymology,,"Also Kuisiritorn, split (or < IA); Kuwi_Fsīplaa splinter, chip",,,,,,,Kuwi_Fsīplaobviously does not belong here (because of the initial consonant).,,,2491,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1085&root=config
"sotta, soto",lame,,Gondwan etymology,,Also Kuwi_Fsōtalame man; Kuwi_Isr fem.soṭi,,,,,,,,,,2838,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=121&root=config
hukka,star,,Gondwan etymology,,,,,,,,,,,,2646,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1128&root=config
"suppesi ""musk-mice""","shrew, musk-rat",,Gondwan etymology,,,,,,,,,,,,2675,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=129&root=config
hunjinai,to sleep,,Gondwan etymology,,,,,,,,,,,,3291,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1131&root=config
roowa,soot,,Gondwan etymology,,,,,,,,,,,,2686,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1121&root=config
salma,well,,Gondwan etymology,,,,,,,,,,,,,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1376&root=config
cāpe,mat,,Gondwan etymology,,,,,,,,,,,,2452,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=101&root=config
hiccu,fire,,Gondwan etymology,,,,,,,,,,,,1514,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1072&root=config
dharmbu,ashes,,Gondwan etymology,,,,,,,,,,,,3092,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=141&root=config
debbe,hill,,Gondwan etymology,,Also Kuwibā'ali dibbasandhill,,,,,,,Kuwi forms borrowed from Telugu.,,,3229,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=181&root=config
"huoḍi ""spittle""","saliva, spittle",,Gondwan etymology,,,,,,,,,The strange correspondence probably reflects one more cluster.,,,2862,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=170&root=config
"droi ""chameleon""","chameleon, lizard",,Gondwan etymology,,,,,,,,,"Inlaut*-gḍ-(see external parallels) > Kui-0-; in Kuwi*-gḍ->*-ṛg-(metathese), then another metathese to avoid a bad cluster.",,,2977,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=192&root=config
"dūlinai ""to sleep""","to fall, lie down",,Gondwan etymology,,Also Kuwi_Sdulh-to shake off,,,,,,,"The original vowel is*o, as shown by external data. The reasons of*-o->*-u-in Kuwi  are unclear. Vowel length should be original because of loss of-l-; however, it is not, as shown by external data, and this makes us suggest that at least in this case loss of-l-is not connected with vowel length (maybe with the initial retroflex?)",,,2988,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=196&root=config
donga,thief,,Gondwan etymology,,,,,,,,,,,,2982,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=194&root=config
dūmbru,dirt,,Gondwan etymology,,,,,,,,,,,,3332,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=164&root=config
"relli tuppa ""bulrush""",bush,,Gondwan etymology,,,,,,,,,,,,3322,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=162&root=config
enginai,to climb,,Gondwan etymology,,"Also Kui_Kek-to load on a cart; Kuwi_Sekh'naito heighten, promote, overburden",,,,,,,"The formsekasiandengasiprobably go back to*eŋg-ci, whereasekasiis the regular development andengasiis the secondary epenthesed form.",,,766,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=223&root=config
līmpu,white ant,,Gondwan etymology,,,,,,,,,"Kuwi_D and Kuwi_P probably reflect an earlier variant of this bisyllabic root, namely,*elimbu. This is quite understandable for Kuwi_D - an extremely archaic dialect which has preserved old bisyllabic roots in a much better state than others, but unexplainable for Kuwi_P; we may suggest dialectal interaction. Inlaut-mp-in some dialects is not quite clear as well.",,,837,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=230&root=config
eji kīnai,to count,,Gondwan etymology,,,,,,,,,,,,793,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=212&root=config
"ērsinai ""to sort""",to sort; to winnow,,Gondwan etymology,,"Also Kuiēspa(ēst-) to separate; Kuwi_Fēṛsalito separate; Kuwi_Isrērs-(-it-) to separate, keep separate",,,,,,,"An interesting and unique case. The original causative form seems to be preserved in Kui_T; in other  languages either-r-or-p-have fallen out. As for the original auslaut cluster, on the  base of the correspondence ""Kui-j- - Kuwi-rl-"" (-ṛ-in Kuwi_F is misspelled as usual)  we reconstruct a PK*-Rl-which is indirectly indicated by external data (cf. Kondaer_lis-to separate). The vowel is long in the causative form; in the simple form the short vowel, preserved in Kuwi_Isr, is primary; in other dialects vowel length is the result either of compensatory lengthening or analogy.",,,915,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=210&root=config
"ēḍu ""wisdom""","mind, wisdom",,Gondwan etymology,,"Also Kuiēlu givato think, remember",,,,,,,,,,912,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=231&root=config
"ē'nai ""to accept""","to accept, receive",,Gondwan etymology,,Also Kuwi_Sēnh'naito receive,,,,,,,"Forms with-h-in Kuwi_S are probably ""restored"" from the past tense forms.",,,905,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=234&root=config
gaḍemu bānanga,whiskers,,Gondwan etymology,,,,,,,,,"The form is only present in Kuwi_S, but it's a good CDR root.",,,1156,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=244&root=config
gentinai,to spring,,Gondwan etymology,,"Also Kuwi_Sgettinaito jump, leap;getkīnaito hop",,,,,,,"A ""weak"" nasal cluster probably going back to*-nt-(although reflexes are different from those of*cīnt-).",,,1212,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=267&root=config
"gatti ""hard""","strong, hard",,Gondwan etymology,,Also Kuwi_S adv.gattininga,,,,,,,Burrow and Emeneau unite this root with Kuiḍṛahpa(PK*gṛay-). This is possible only if we suggest  that the Kui form has been secondarily enlarged by the-ay-suffix (*gaṭ-ay->*gṛ-ay->*ḍṛ-ay-).,,,1148,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=252&root=config
gāli,"wind, air",,Gondwan etymology,,,,,,,,,,,,1499,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=254&root=config
gaph'nai,to increase,,Gondwan etymology,,"Also Kuigāmemuch, many, excessive; very;gāppa(gāpt-) to cause to increase, make more of, make larger;gāpsimuch, more, excessively; Kuwi_Swenḍe gāph'naito multiply;gaphihi hīnaito overpay",,,,,,,"A good example of an m-auslaut root: Kui has regular-b-before resonant verbal roots, Kuwi has-ph-<*-mh-<*-mb-.",,,1457,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=255&root=config
"gelhinai ""to win""",to save; to win,,Gondwan etymology,,,,,,,,,Kuwi_S represents the initial form (*gelh-<*gel-b-; the Kui form would look like*gelba); in Kuwi_F we have the original causative.,,,1972,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=263&root=config
ḍēga,hawk,,Gondwan etymology,,,,,,,,,,,,1527,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=184&root=config
"lōki garri grīnai ""to underline""",line,,Gondwan etymology,,,,,,,,,Kuwi_Sgrīnai<*gīr-inai.,,,1623,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=277&root=config
"kongoni ""arm""","bent, crooked",,Gondwan etymology,,"Also Kuwi_Mahkaŋgaṇielbow; Kuwi_Isrgōŋkoṭ̣ibent, crooked",,,,,,,"The forms with suffixes are*kong-eṇi,*kong-eṛi, maybe*kong-eṭiin Kuwi_Mah and Kuwi_Isr. The reasons of different vocalisation in Kui are not quite clear; maybe it is due to different assimilations.",,,2032,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=498&root=config
gōperi,grasshopper,,Gondwan etymology,,Also Kuwi_Kasigop'erigrasshopper,,,,,,,In Kui*g->k-probably because of assimilation to-p-.,,,2113,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=296&root=config
glūnai,to thunder,,Gondwan etymology,,"Also Kuiḍṛū inbato make a loud report, thunder; Kuwi_Sglūputhunder",,,,,,,,,,1659,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=317&root=config
"guḍīka ""dry land""","field, dry land",,Gondwan etymology,,,,,,,,,"Irregular voicelessk- in Kuwi_F (maybe contaminated withkūdurice, although the latter is not observed in Kuwi_F).",,,1682,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=315&root=config
guntomi,pit,,Gondwan etymology,,,,,,,,,"We probably see a ""weak cluster"" here; the correspondences seem to match the correspondences in*cīnt-. However, Kuwi_Sguntomiis most certainly borrowed from Teluguguṇḍamu'fire-pit'.",,,1669,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=543&root=config
gunji,owl,,Gondwan etymology,,,,,,,,,,,,1647,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=324&root=config
ī,this,,Gondwan etymology,,,,,,,,,,,,410,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=346&root=config
"ittinai ""to place, put, keep""","to place, put",,Gondwan etymology,,,,,,,,,,,,442,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=345&root=config
illu,house,,Gondwan etymology,,,,,,,,,,,,494,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=339&root=config
ri,two,,Gondwan etymology,,"Also Kuirīarutwo men;rīnḍe,rīnḍitwo women or things (adj. following n.);rīhetwice;rikoon two sides; Kuwi_Kri'er,ri'aritwo men;rinḍitwo (fem., nt.);ri kōṛiforty; Kuwi_Frīaritwo men;rinditwo women or things; Kuwi_Sriaritwo men;rinditwo women or things; Kuwi_Isrri'aritwo men;riṇḍitwo (fem., neut.);ri'nitwo days",,,,,,,The forms*rīʔariand*rinḍidate back to PK.,,,474,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=992&root=config
rēya,"shrimp, prawn",,Gondwan etymology,,,,,,,,,,,,517,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=990&root=config
"lāa ""virgin""",young woman,,Gondwan etymology,,"Also Kuilāvenjugrown-up boy, young man, youth",,,,,,,,,,513,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=584&root=config
"drī'nai ""to haul""",to drag,,Gondwan etymology,,,,,,,,,,,,504,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=200&root=config
innai,to say,,Gondwan etymology,,"Also Kuiispa(ist-) to cause to say, make articulate",,,,,,,,,,868,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=341&root=config
"imba'asi, imba'ari, imbai, imbaɨ/imbaari ""which man, which men, which woman or thing, which women or things""",interr. base,,,,"Also  Kuiembe,imbewhere;bāiwho (<imbai); Kuwi_Fiminwhat kind;imbi,imbi'awhere; Kuwi_Simbinaɨwhich thing, which things; adj. for all gendersimbini;imbiawhere",,,,,,,"One of two examples on PK*y-, this interrogative pronoun in PK had the meaning 'who', opposed to*yān-'what' and*ec-'which, how many'. Lost everywhere, the initial*y-, however, left serious traces everywhere, since in Kui it left the variantsi-ande-, while in Kuwi_F*ya->a-before the following-a-and >i-before the following-i-.",,,5151,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkuiet&text_number=1336&root=config
